DTXSID,SMILES,Risk_Score_PPARg
DTXSID90896732,C[C@]12CC[C@@H]3c4ccc(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc4CC[C@H]3[C@@H]1CCC2=O,0.135
DTXSID40897012,OC(c1ccc[nH]1)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID00379980,CC(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID80896347,FC(F)(F)C(F)(c1ccnc(Cl)c1)C(F)(F)F,0.135
DTXSID50897028,O=C(Nc1ccccn1)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID2041672,CCOC(=S)SSC(=S)OCC,0.135
DTXSID0022640,C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.135
DTXSID20768392,CCOC(OCC)[SiH2]CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID50896132,O=C(N(C1CCCCC1)C1CCCCC1)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID80791464,O=C(O)C(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.135
DTXSID80785828,FC(=C(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,0.135
DTXSID30544245,O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.135
DTXSID50895983,O=Cc1ccc(C(F)(F)C(F)(F)C(F)(F)F)[nH]1,0.135
DTXSID80895552,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID30895224,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)CBr,0.135
DTXSID10547335,CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.135
DTXSID30235040,FC(F)=C(F)OC(F)(F)C(F)(F)Br,0.135
DTXSID80848129,N#CC(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID0047375,O=C(O)c1ccccc1-n1cc(C(=O)O)c(=O)c2cc(Nc3c(F)cc(F)cc3Cl)c(Cl)cc21,0.135
DTXSID8045224,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,0.135
DTXSID50896192,CC(=O)Nc1nnc(C(F)(F)C(F)(F)C(F)(F)F)s1,0.135
DTXSID80346236,FC(F)(F)C(F)(F)C1(C(F)(F)C(F)(F)F)C=CC=CC=C1,0.135
DTXSID30895340,FC(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID4042622,Cl.Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,0.135
DTXSID10711519,O=C(Cl)c1ccc2c(c1)OC(F)(F)C(F)(F)O2,0.135
DTXSID8046088,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,0.135
DTXSID00544671,FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)I)C(F)(F)F,0.135
DTXSID70182665,FC(F)(F)C(F)(F)C1NCCN1,0.135
DTXSID90827501,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID80371528,FC(F)(F)C(F)(F)C(F)(F)C(Cl)(C(F)(F)F)C(F)(F)F,0.135
DTXSID70896376,Fc1nc(C(F)(C(F)(F)F)C(F)(F)F)nc(C(F)(C(F)(F)F)C(F)(F)F)n1,0.135
DTXSID3025203,Cc1cc(-c2ccc(/N=N/c3cc(S(=O)(=O)[O-])c4ccccc4c3N)c(C)c2)ccc1/N=N/c1cc(S(=O)(=O)[O-])c2ccccc2c1N.[Na+].[Na+],0.135
DTXSID3025170,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,0.135
DTXSID4045927,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl,0.135
DTXSID50556628,FC(F)(F)C(F)(F)c1cc(Cl)ccc1Cl,0.135
DTXSID40775760,FC(F)C(F)(F)COC(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID10895287,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.135
DTXSID10703075,FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(F)F,0.135
DTXSID5046728,O.O.O=C([O-])[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1.O=C([O-])[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1.[Ca+2],0.135
DTXSID20708738,CCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.135
DTXSID10892918,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.135
DTXSID30560460,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,0.135
DTXSID1029207,Cc1cccc[n+]1[O-],0.135
DTXSID7066063,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.135
DTXSID8046167,c1ccc(C2(N3CCCC3)CCCCC2)cc1,0.135
DTXSID5026544,O=c1nn[nH]c2ccccc12,0.135
DTXSID0021096,c1ccc2sc(SN3CCOCC3)nc2c1,0.135
DTXSID00805092,OC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.135
DTXSID00623819,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID00895498,OCCCSC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID8071354,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+],0.135
DTXSID1048172,O=C(O)/C=C/C(=O)O.O=C1c2ccccc2C(=O)N1CCc1noc(-c2ccc(CN3CCCCCC3)s2)n1,0.135
DTXSID0043896,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,0.135
DTXSID80895698,FC(F)(F)C(F)(F)C(F)(F)c1cc(Cl)ccn1,0.135
DTXSID70896013,O=S(=O)(Cc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID90895700,COc1ccccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID30505795,O=S(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.135
DTXSID3048578,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.135
DTXSID20336792,CCCCCCCCOC(=O)C(F)(F)C(F)(F)F,0.135
DTXSID30382124,OCC(Br)CC(F)(Cl)C(F)(F)Br,0.135
DTXSID20766550,O=C(Oc1ncccn1)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID00892341,C[N+](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],0.135
DTXSID90460396,O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ON1C(=O)CCC1=O,0.135
DTXSID4025406,C=C(C)C(=O)OCCCCCC,0.135
DTXSID00895599,C[Si](C)(C)O[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)C,0.135
DTXSID30896312,FC(F)=C(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.135
DTXSID70769814,Cc1cc(OCC(F)(F)C(F)(F)C(F)(F)F)cc[n+]1C,0.135
DTXSID80567045,C[Si](C)(C)C(I)CC(F)(Cl)C(F)(F)Cl,0.135
DTXSID50382166,CCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.135
DTXSID30635667,[Li+].[O-]C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,0.135
DTXSID40881052,C[N+](CCO)(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[I-],0.135
DTXSID40895679,C=COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID80631391,FC(F)(F)CC(F)(I)C(F)(F)F,0.135
DTXSID50380985,FC(C(F)(F)F)C(F)(F)OCC(F)(F)C(F)(F)F,0.135
DTXSID20382072,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID2046626,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,0.135
DTXSID20335129,FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0.135
DTXSID5048974,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,0.135
DTXSID10895540,CC(C)[SiH](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)C,0.135
DTXSID40830707,C=CC(C)OC(=O)C(F)(CC=CC)C(F)(F)F,0.135
DTXSID80881076,O=P([O-])([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+],0.135
DTXSID90820476,FC(F)(F)C(F)(Cl)C(F)(F)OC(Cl)(Cl)Cl,0.135
DTXSID90814991,O=c1c(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)c(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)c1=O,0.135
DTXSID80892066,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID90278736,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccco1,0.135
DTXSID3048813,COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,0.135
DTXSID601006972,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(N2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F,0.135
DTXSID20517504,C=CC#CC(C)(C)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.135
DTXSID3048992,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.135
DTXSID3048944,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,0.135
DTXSID70892616,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.135
DTXSID50379814,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,0.135
DTXSID0034300,C/C(=N\C#N)N(C)Cc1ccc(Cl)nc1,0.135
DTXSID3045803,COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2.O=C(O)/C=C\C(=O)O,0.135
DTXSID00542591,CN(C)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.135
DTXSID3046299,CCCOC(=O)c1ccc(N)cc1,0.135
DTXSID00237536,FC(F)(F)C(F)(F)c1nnc(C(F)(F)C(F)(F)F)o1,0.135
DTXSID30546547,FC(F)(F)N1C(F)(F)OC(F)(F)C1(F)Br,0.135
DTXSID7022752,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1,0.135
DTXSID40896702,COP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,0.135
DTXSID70551317,OCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID10547133,CC(=O)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID40791081,OCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID20560459,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,0.135
DTXSID10702407,Cc1ccc(OC(=O)C(F)(F)C(F)(F)F)cc1,0.135
DTXSID80380256,O=C(O)CCC(F)(C(F)(F)F)C(F)(F)F,0.135
DTXSID80380251,CC(I)CC(F)(OC(F)(F)F)C(F)(F)F,0.135
DTXSID10379294,FC(F)(F)C(F)(I)OC(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID10379355,O=C(O)CCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,0.135
DTXSID10379557,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.135
DTXSID80542352,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)P(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID1020275,Nc1ccc(Oc2ccc(Cl)cc2)cc1,0.135
DTXSID10708742,NC(=O)CON=C(c1ccccc1)C(F)(F)C(F)(F)F,0.135
DTXSID90592601,CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)(F)F,0.135
DTXSID00668381,CCCSC1(F)C=C(F)C1(F)F,0.135
DTXSID50848035,CCCCSCC=C(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID90895346,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)(Br)CBr,0.135
DTXSID10893349,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl,0.135
DTXSID90340821,FC1(F)OC2(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C(F)(F)C2(F)F,0.135
DTXSID00503607,N#CCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID60730538,FC(F)(F)C(I)CC(F)(C(F)(F)F)C(F)(F)F,0.135
DTXSID00409751,O=C([O-])c1ccc(NC(=O)C(F)(F)C(F)(F)OC(F)(F)F)cc1,0.135
DTXSID90895487,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID3045699,C#CCOc1ccc2c(C)cc(=O)oc2c1,0.135
DTXSID5046566,C=CCCCCCCCCC(=O)OC,0.135
DTXSID30620694,FC1OC(F)(F)C(F)(F)C(F)(F)C1(F)F,0.135
DTXSID20209134,FC(F)=C(F)OC(F)(F)C(F)(F)I,0.135
DTXSID40892926,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.135
DTXSID70895283,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.135
DTXSID70706284,CCCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID10895560,C=CCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID30147210,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F.NC(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID1047786,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2.Cl,0.135
DTXSID70527815,FC1=C(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,0.135
DTXSID70881984,FC(F)C(F)(F)C(F)(F)C(F)(F)CCSSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID40197408,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID40379767,Cc1ccc(S(=O)(=O)OCC(F)(F)C(F)(F)F)cc1,0.135
DTXSID60663110,O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,0.135
DTXSID60896507,CCC(C)OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.135
DTXSID30379812,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,0.135
DTXSID30772829,C[Si](C)(CCCC(F)(F)C(F)(F)C(F)(F)F)N1CCOCC1,0.135
DTXSID60334414,FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)Cl,0.135
DTXSID30338641,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0.135
DTXSID10448611,FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(F)I,0.135
DTXSID20897015,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID20528473,O=C(OOC(=O)C(F)(OC(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)F)C(F)(F)F,0.13466666666666666
DTXSID30372247,O=S(=O)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)Cl,0.13416666666666666
DTXSID80892304,*F.*F.*F.FC(F)C(F)C(F)C(F)C(F)(F)C(F)(F)C(F)(F)F,0.13395833333333332
DTXSID8041373,CCCCCC=CCC1CC(=O)OC1=O,0.13375
DTXSID90183811,FC(F)(F)C(F)(F)p1p(C(F)(F)C(F)(F)F)p1C(F)(F)C(F)(F)F,0.13333333333333333
DTXSID80880569,CCOC(=O)NCC(CCSS(=O)(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],0.13333333333333333
DTXSID50470118,CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13333333333333333
DTXSID101023749,O=C(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)F,0.13333333333333333
DTXSID20380811,FC(F)(F)C(F)(F)COC(F)(Br)C(F)(Br)C(F)(F)F,0.13333333333333333
DTXSID1046055,COc1ccc(C=CC(=O)OCCC(C)C)cc1,0.1325
DTXSID8022612,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C.[Br-],0.1325
DTXSID90786720,Fc1c(F)c(F)c(C(F)(Cl)C(F)(F)F)c(F)c1F,0.1325
DTXSID30567035,O=C1CCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)F,0.1325
DTXSID00895953,CCOC(=O)CC(C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,0.13208333333333333
DTXSID90533615,FC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,0.131875
DTXSID90450691,OCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13166666666666668
DTXSID5049027,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],0.13166666666666668
DTXSID0049026,Nc1ncnc(Nc2ccc(Cl)cc2)n1,0.13166666666666668
DTXSID1048174,Cc1oc2c(NC(=O)c3c(Cl)cccc3Cl)cccc2c1C(C)(C)O,0.13166666666666665
DTXSID30378825,FC1(F)C(F)(F)C(F)(F)C(F)(Cl)C(F)(Cl)C1(F)F,0.13166666666666665
DTXSID80895577,O=C(Cl)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13166666666666665
DTXSID30896352,FC(F)(F)C(F)(c1ccc(Cl)nc1)C(F)(F)F,0.131
DTXSID2046173,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,0.13083333333333333
DTXSID10706485,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,0.13020833333333334
DTXSID10334368,FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)Cl,0.13
DTXSID80896322,OCc1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,0.13
DTXSID80801476,FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCBr,0.13
DTXSID70983619,FC(Cl)C(F)(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.13
DTXSID60895555,CN(C)[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N(C)C,0.13
DTXSID00784373,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID70379977,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,0.13
DTXSID20176059,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,0.13
DTXSID60895171,CC=CC(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID10893546,O=P([O-])(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],0.13
DTXSID5046805,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,0.13
DTXSID10449062,FC(F)(F)C(F)(F)P(CCP(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.13
DTXSID90794305,NNC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID30150360,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)nc1SC(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID40896646,O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[Na+],0.13
DTXSID90802858,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,0.13
DTXSID60897716,OCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID60896688,COC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID00895559,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID701007054,FC(F)(F)N1C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,0.13
DTXSID90896136,[N-]=[N+]=C(C(=O)c1ccccc1)C(=O)C(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID50837949,O=C(F)C(F)(F)COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID1038876,O=C(Oc1ccccc1)c1ccc2ccccc2c1O,0.13
DTXSID3021069,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,0.13
DTXSID10449906,O=C(OOC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.13
DTXSID80476365,O=C(O)c1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,0.13
DTXSID10896638,O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[NH4+],0.13
DTXSID40437856,O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)F,0.13
DTXSID10711635,C=CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.13
DTXSID50225766,O=NN(CCCl)C(=O)NC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.13
DTXSID1021081,O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c([N+](=O)[O-])c1.[Na+],0.13
DTXSID20894100,O=[13C](O)[13C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID9045639,O=C(O)c1ccc(OCCn2ccnc2)cc1,0.13
DTXSID40381188,FC(F)(Br)OC(F)(F)C(F)(F)OC(F)(F)Br,0.13
DTXSID70379270,CC=CC(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID1046712,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-].[Na+].[Na+],0.13
DTXSID30520387,COc1ccc(C#CC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1,0.13
DTXSID30544200,C=COC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID20471970,CCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13
DTXSID5026209,Oc1c(Cl)ccc(Cl)c1Cl,0.13
DTXSID0045676,Cl.Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,0.13
DTXSID7047936,CCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,0.13
DTXSID90895745,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COCC1CO1,0.13
